Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,60.6150016784668,68.11499786376953,60.4474983215332,67.51750183105469,67.29491424560547,113325200
2020-03-02,69.2249984741211,69.39749908447266,65.25,69.10749816894531,68.87966918945312,89074400
2020-03-03,69.6675033569336,70.26750183105469,65.61499786376953,66.47250366210938,66.25337982177734,65279200
2020-03-04,67.55000305175781,71.22250366210938,66.80000305175781,71.12750244140625,70.89301300048828,59740800
2020-03-05,69.125,70.80000305175781,67.875,68.32250213623047,68.09727478027344,54032800
2020-03-06,66.5199966430664,67.09750366210938,64.5,66.51000213623047,66.2907485961914,51541200
2020-03-09,59.974998474121094,64.8499984741211,59.54499816894531,61.36000061035156,61.1577262878418,61416000
2020-03-10,64.13500213623047,65.2699966430664,61.497501373291016,65.2699966430664,65.0548324584961,58064800
2020-03-11,63.8650016784668,64.1500015258789,60.64250183105469,61.61750030517578,61.414371490478516,49996400
2020-03-12,56.3650016784668,59.029998779296875,53.95000076293945,54.07749938964844,53.89921951293945,81654000
2020-03-13,57.625,60.255001068115234,54.90250015258789,60.209999084472656,60.01151657104492,63483600
2020-03-16,53.102500915527344,56.525001525878906,48.5,49.099998474121094,48.938140869140625,72697200
2020-03-17,50.227500915527344,55.21500015258789,47.75,54.317501068115234,54.138427734375,83363200
2020-03-18,50.025001525878906,52.48500061035156,45.16999816894531,50.70500183105469,50.537841796875,87426800
2020-03-19,50.4900016784668,54.182498931884766,48.34749984741211,53.24250030517578,53.06698226928711,76551200
2020-03-20,54.75,57.58000183105469,51.282501220703125,51.4375,51.26792526245117,80463600
2020-03-23,51.4275016784668,54.119998931884766,49.630001068115234,53.17250061035156,52.997215270996094,64387600
2020-03-24,57.25,63.165000915527344,57.01250076293945,62.29499816894531,62.08963394165039,110164400
2020-03-25,63.45000076293945,65.45500183105469,60.915000915527344,61.404998779296875,61.202571868896484,79343200
2020-03-26,63.48500061035156,65.55500030517578,62.5,64.30999755859375,64.09799194335938,69610800
2020-03-27,62.5,65.77999877929688,62.16999816894531,63.182498931884766,62.974205017089844,63882800
2020-03-30,63.84000015258789,66.48999786376953,63.397499084472656,66.39749908447266,66.17859649658203,60225200
