Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,145.10000610351562,146.00999450683594,144.77999877929688,145.8699951171875,130.0099639892578,4435000
2020-01-02,145.8699951171875,146.02000427246094,145.0800018310547,145.97000122070312,130.09912109375,5777000
2020-01-03,143.5,145.3699951171875,143.0,144.27999877929688,128.59286499023438,5752400
2020-01-06,144.0,144.1999969482422,142.85000610351562,144.10000610351562,128.43243408203125,7731300
2020-01-07,144.00999450683594,145.4499969482422,141.3800048828125,144.97999572753906,129.21676635742188,7382900
2020-01-08,144.8699951171875,145.97999572753906,143.6999969482422,144.9600067138672,129.19894409179688,6605800
2020-01-09,145.75999450683594,146.02999877929688,144.99000549316406,145.38999938964844,129.5821533203125,6112700
2020-01-10,145.75,146.17999267578125,144.89999389648438,145.05999755859375,129.2880401611328,5042600
2020-01-13,145.47999572753906,145.7899932861328,144.72000122070312,145.6999969482422,129.8584747314453,4593200
2020-01-14,145.0500030517578,146.61000061035156,144.72999572753906,146.52000427246094,130.58932495117188,7037500
2020-01-15,146.39999389648438,147.39999389648438,146.24000549316406,147.00999450683594,131.02603149414062,4960300
2020-01-16,147.4199981689453,148.83999633789062,146.1999969482422,148.1999969482422,132.08665466308594,6476000
2020-01-17,148.41000366210938,149.41000366210938,147.92999267578125,149.1699981689453,132.95118713378906,9083600
2020-01-21,148.5800018310547,150.1699981689453,148.5,149.27000427246094,133.04034423828125,9543900
2020-01-22,146.6999969482422,149.17999267578125,146.0,148.25,132.13121032714844,10305300
2020-01-23,148.0399932861328,148.77000427246094,146.75999450683594,148.52999877929688,132.38076782226562,8671900
2020-01-24,148.5800018310547,148.9499969482422,147.92999267578125,148.32000732421875,132.193603515625,9051900
2020-01-27,147.52000427246094,149.4600067138672,147.0,148.75,132.5768585205078,7587100
2020-01-28,148.4600067138672,150.57000732421875,148.14999389648438,149.5,133.24530029296875,7336600
2020-01-29,149.4499969482422,151.19000244140625,149.1300048828125,150.5399932861328,134.17222595214844,6288600
2020-01-30,150.02999877929688,150.50999450683594,149.0500030517578,150.36000061035156,134.0117645263672,6470600
2020-01-31,149.75,150.0,148.63999938964844,148.8699951171875,132.68380737304688,8651700
2020-02-03,149.4199981689453,150.49000549316406,149.24000549316406,150.1699981689453,133.84243774414062,5765200
2020-02-04,151.49000549316406,152.75,151.1999969482422,151.60000610351562,135.1169891357422,6541400
2020-02-05,151.72000122070312,154.02000427246094,151.30999755859375,153.99000549316406,137.2471466064453,5979900
2020-02-06,154.25,154.5,152.74000549316406,153.52999877929688,136.83712768554688,6201200
2020-02-07,153.33999633789062,153.4600067138672,151.5500030517578,151.88999938964844,135.37545776367188,5700300
2020-02-10,151.67999267578125,151.91000366210938,150.88999938964844,151.86000061035156,135.3487091064453,4835600
2020-02-11,152.2899932861328,152.3800048828125,151.5399932861328,151.99000549316406,135.46458435058594,3715300
2020-02-12,151.8699951171875,152.14999389648438,150.9199981689453,151.08999633789062,134.6624298095703,5166800
2020-02-13,150.16000366210938,151.0399932861328,149.8800048828125,150.08999633789062,133.77117919921875,5480200
2020-02-14,150.55999755859375,150.63999938964844,149.14999389648438,150.1300048828125,133.80682373046875,5716300
2020-02-18,150.47000122070312,150.74000549316406,149.05999755859375,149.13999938964844,132.92442321777344,7230700
2020-02-19,149.2100067138672,149.75999450683594,148.5800018310547,148.94000244140625,132.74618530273438,6115200
2020-02-20,148.61000061035156,149.3800048828125,147.39999389648438,148.3699951171875,132.23817443847656,7464700
2020-02-21,148.08999633789062,150.24000549316406,147.5399932861328,149.92999267578125,133.6285400390625,7776800
2020-02-24,146.5,149.0,145.25,145.91000366210938,130.8748779296875,10588900
2020-02-25,145.99000549316406,146.75,143.8300018310547,144.64999389648438,129.74473571777344,10529000
2020-02-26,145.35000610351562,146.22000122070312,143.58999633789062,143.67999267578125,128.87466430664062,10093800
2020-02-27,142.55999755859375,144.77000427246094,138.9499969482422,139.1199951171875,124.78456115722656,12566700
2020-02-28,135.36000061035156,137.2899932861328,130.82000732421875,134.47999572753906,120.62268829345703,19820300
2020-03-02,134.77999877929688,140.1300048828125,134.00999450683594,140.02000427246094,125.59183502197266,11508200
