Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,37.80191421508789,140014000
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.845035552978516,148158800
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.07539749145508,365248800
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.53006362915039,234428400
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.45096969604492,219111200
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.126773834228516,164101200
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.74026870727539,180396400
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.85770034790039,143122800
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.49583053588867,108092800
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.94703674316406,129756800
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.68275833129883,114843600
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.13089370727539,122278800
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.35136795043945,119284800
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.58143615722656,135004000
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.737884521484375,121576000
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.886444091796875,92522400
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.594085693359375,101766000
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.80669403076172,134142000
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.456809997558594,104768400
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.06858825683594,166348800
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.601646423339844,244439200
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.886837005615234,162958400
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.906002044677734,130672400
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,41.03954315185547,125982000
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.741695404052734,144406400
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.756080627441406,112958400
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.96524429321289,126966800
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,41.01338195800781,95280000
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.77751922607422,83973600
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.128902435302734,89134000
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.9580192565918,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.107242584228516,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.01578140258789,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.1385383605957,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.40327453613281,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.16981887817383,68998800
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.6295051574707,75652800
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.93275833129883,87493600
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.95682907104492,68280800
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.086788177490234,111341600
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.67283630371094,112861600
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.1108512878418,103544800
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.32264709472656,109744800
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.245635986328125,78949600
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.00255584716797,83241600
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.51639175415039,99185600
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.615074157714844,95997600
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.056705474853516,128044000
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.54047393798828,129870400
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.733009338378906,124130000
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.21916198730469,94318000
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,44.794368743896484,156171600
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.25166702270508,104879200
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.89304733276367,126585600
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.28535842895508,124140800
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.95323181152344,204136800
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.98089599609375,169630800
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.42494583129883,175381200
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.95561981201172,199202000
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.359962463378906,119393600
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.420135498046875,83121600
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,45.716156005859375,94256000
