Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,187.05999755859375,188.0,186.5399932861328,187.89999389648438,182.42532348632812,5273000
2020-01-02,189.0,191.13999938964844,188.72000122070312,191.1199951171875,185.55149841308594,8733000
2020-01-03,188.41000366210938,190.9600067138672,187.9199981689453,189.60000610351562,184.07579040527344,4899700
2020-01-06,188.0,189.2100067138672,187.16000366210938,189.19000244140625,183.67771911621094,10109500
2020-01-07,189.58999633789062,190.10000610351562,188.60000610351562,188.69000244140625,183.19229125976562,4392300
2020-01-08,189.49000549316406,192.5,188.8000030517578,191.9199981689453,186.32815551757812,5712000
2020-01-09,193.0,193.9199981689453,192.52000427246094,193.25,187.6194305419922,6748000
2020-01-10,193.5,194.57000732421875,193.11000061035156,193.77000427246094,188.124267578125,6586400
2020-01-13,194.44000244140625,195.60000610351562,194.27999877929688,195.3300018310547,189.63882446289062,11290500
2020-01-14,196.74000549316406,196.9499969482422,195.13999938964844,196.0500030517578,190.33786010742188,6236500
2020-01-15,197.0,200.14999389648438,196.32000732421875,199.8000030517578,193.9785919189453,10831100
2020-01-16,201.0,201.5,199.77999877929688,200.9499969482422,195.0950927734375,9983700
2020-01-17,201.75999450683594,204.75,199.97999572753906,204.6999969482422,198.73580932617188,12518900
2020-01-21,204.1300048828125,208.38999938964844,203.8000030517578,207.2899932861328,201.25033569335938,14861700
2020-01-22,207.50999450683594,210.1300048828125,207.2899932861328,207.89999389648438,201.8425750732422,8065000
2020-01-23,207.89999389648438,208.39999389648438,205.3000030517578,206.52000427246094,200.50279235839844,8520800
2020-01-24,207.4199981689453,207.99000549316406,204.2100067138672,205.0,199.02708435058594,7812900
2020-01-27,200.0,203.3300018310547,199.10000610351562,201.69000244140625,195.81353759765625,7198900
2020-01-28,202.38999938964844,203.83999633789062,201.77999877929688,202.85000610351562,196.9397430419922,7215700
2020-01-29,204.3000030517578,205.9199981689453,202.50999450683594,204.86000061035156,198.8911895751953,7041700
2020-01-30,204.0,208.5,203.32000732421875,208.2100067138672,202.14356994628906,8571900
2020-01-31,201.49000549316406,203.97999572753906,198.25999450683594,198.97000122070312,193.17276000976562,16699600
2020-02-03,199.94000244140625,202.25999450683594,199.85000610351562,200.80999755859375,194.95913696289062,10885900
2020-02-04,203.5,204.9199981689453,202.22999572753906,203.55999755859375,197.6290283203125,10205900
2020-02-05,205.5,205.60000610351562,199.9499969482422,202.80999755859375,196.90087890625,8672400
2020-02-06,203.0500030517578,204.6300048828125,202.47999572753906,203.0399932861328,197.1241912841797,7001200
2020-02-07,201.97999572753906,203.8300018310547,201.08999633789062,202.74000549316406,196.8329315185547,5691100
2020-02-10,201.97000122070312,206.1300048828125,201.86000061035156,205.99000549316406,199.9882354736328,6239500
2020-02-11,207.5,207.6699981689453,203.63999938964844,203.94000244140625,197.99794006347656,10231900
2020-02-12,205.0,208.14999389648438,205.0,207.44000244140625,201.39596557617188,7355800
2020-02-13,206.6199951171875,208.47000122070312,206.0500030517578,207.39999389648438,201.64877319335938,9495300
2020-02-14,208.2899932861328,210.77999877929688,208.00999450683594,210.2899932861328,204.45863342285156,6548800
2020-02-18,210.0,211.5,209.36000061035156,211.1999969482422,205.34339904785156,7651500
2020-02-19,212.52000427246094,214.1699981689453,211.72000122070312,213.30999755859375,207.3948974609375,5927500
2020-02-20,212.1300048828125,213.69000244140625,208.27999877929688,211.4499969482422,205.58648681640625,8531900
2020-02-21,209.89999389648438,210.22000122070312,207.4199981689453,208.80999755859375,203.0196990966797,9231500
2020-02-24,197.88999938964844,203.77000427246094,194.00999450683594,198.7899932861328,193.27752685546875,13316800
2020-02-25,198.7899932861328,199.88999938964844,187.72000122070312,188.39999389648438,183.17562866210938,18539000
2020-02-26,190.0,193.50999450683594,187.02999877929688,187.2100067138672,182.01866149902344,14214700
2020-02-27,182.1199951171875,186.33999633789062,180.0,180.00999450683594,175.018310546875,17536600
2020-02-28,173.7899932861328,182.3300018310547,172.97999572753906,181.75999450683594,176.71978759765625,22659000
2020-03-02,186.32000732421875,192.44000244140625,183.10000610351562,192.3300018310547,186.99667358398438,17434500
2020-03-03,193.1999969482422,194.0399932861328,184.5,185.72999572753906,180.57968139648438,15226400
2020-03-04,190.36000061035156,194.49000549316406,186.1699981689453,194.2899932861328,188.90231323242188,10789100
2020-03-05,191.24000549316406,191.9199981689453,185.63999938964844,186.9600067138672,181.7755889892578,10106900
2020-03-06,183.5399932861328,185.99000549316406,179.97999572753906,184.36000061035156,179.24769592285156,15183200
2020-03-09,171.2100067138672,179.57000732421875,168.30999755859375,171.1300048828125,166.3845672607422,20486400
2020-03-10,179.47000122070312,182.61000061035156,171.8800048828125,182.60000610351562,177.53648376464844,16119400
2020-03-11,177.64999389648438,178.72999572753906,170.1999969482422,172.9499969482422,168.154052734375,14598200
2020-03-12,158.5,172.0,156.99000549316406,160.0800018310547,155.6409454345703,27467700
2020-03-13,168.72000122070312,176.32000732421875,162.2100067138672,175.8300018310547,170.9542236328125,19948900
2020-03-16,151.13999938964844,165.30999755859375,147.97999572753906,152.00999450683594,147.7947235107422,23692000
2020-03-17,155.75,163.6999969482422,149.25,157.88999938964844,153.51171875,22298000
2020-03-18,148.4600067138672,150.67999267578125,139.8000030517578,148.47999572753906,144.3626251220703,22787500
2020-03-19,146.9199981689453,157.25,141.47000122070312,152.25,148.02809143066406,19362800
2020-03-20,154.82000732421875,158.25999450683594,145.6699981689453,146.8300018310547,142.75840759277344,18692100
2020-03-23,141.3300018310547,143.35000610351562,133.92999267578125,135.74000549316406,131.97592163085938,30344100
2020-03-24,144.83999633789062,155.25,143.5800018310547,154.52999877929688,150.244873046875,24488300
2020-03-25,159.32000732421875,168.17999267578125,153.5800018310547,161.77999877929688,157.29380798339844,20619600
2020-03-26,162.0800018310547,169.52999877929688,161.7899932861328,168.8800048828125,164.19692993164062,17062900
2020-03-27,161.0800018310547,167.10000610351562,158.14999389648438,161.55999755859375,157.0799102783203,14950700
2020-03-30,161.0399932861328,165.8699951171875,160.69000244140625,165.57000732421875,160.97874450683594,15714500
