Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,234.25999450683594,236.6999969482422,232.61000061035156,235.8000030517578,235.8000030517578,131500
2019-06-03,235.05999755859375,238.80999755859375,233.6699981689453,236.05999755859375,236.05999755859375,154200
2019-06-04,237.7100067138672,244.4499969482422,237.7100067138672,244.14999389648438,244.14999389648438,140500
2019-06-05,244.77999877929688,250.9199981689453,244.00999450683594,250.6300048828125,250.6300048828125,154600
2019-06-06,250.6300048828125,254.3800048828125,250.6300048828125,251.92999267578125,251.92999267578125,161300
2019-06-07,253.39999389648438,256.45001220703125,250.85000610351562,251.55999755859375,251.55999755859375,217300
2019-06-10,253.1699981689453,255.74000549316406,252.49000549316406,253.22000122070312,253.22000122070312,121000
2019-06-11,256.2900085449219,256.2900085449219,249.33999633789062,251.24000549316406,251.24000549316406,130100
2019-06-12,252.0399932861328,253.2899932861328,248.8300018310547,253.2899932861328,253.2899932861328,102900
2019-06-13,254.5,255.74000549316406,249.42999267578125,254.75,254.75,119900
2019-06-14,255.05999755859375,255.24000549316406,253.19000244140625,254.72000122070312,254.72000122070312,94200
2019-06-17,255.0,257.75,253.6199951171875,254.83999633789062,254.83999633789062,157100
2019-06-18,255.5500030517578,259.5299987792969,255.5500030517578,257.45001220703125,257.45001220703125,129100
2019-06-19,257.5,262.3800048828125,256.8500061035156,261.4700012207031,261.4700012207031,186800
2019-06-20,264.3699951171875,268.1199951171875,263.6099853515625,267.55999755859375,267.55999755859375,259400
2019-06-21,268.1000061035156,269.3500061035156,264.6099853515625,264.760009765625,264.760009765625,529700
2019-06-24,265.42999267578125,268.5400085449219,264.9200134277344,266.2799987792969,266.2799987792969,286600
2019-06-25,266.29998779296875,267.4800109863281,264.1400146484375,265.9700012207031,265.9700012207031,242900
2019-06-26,267.3699951171875,267.6199951171875,264.8299865722656,265.54998779296875,265.54998779296875,202100
2019-06-27,265.7300109863281,268.29998779296875,262.8599853515625,267.6499938964844,267.6499938964844,190200
2019-06-28,268.4200134277344,273.8699951171875,267.3999938964844,273.8699951171875,273.8699951171875,353300
