Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,43.189998626708984,43.54999923706055,42.88999938964844,43.33000183105469,36.94550704956055,20581200
2019-01-02,42.279998779296875,43.20000076293945,42.209999084472656,42.95000076293945,36.62150192260742,23833500
2019-01-03,42.29999923706055,42.40999984741211,40.959999084472656,41.06999969482422,35.28965377807617,29606700
2019-01-04,41.849998474121094,43.0,41.529998779296875,42.91999816894531,36.87928009033203,27515000
2019-01-07,42.86000061035156,43.650001525878906,42.7599983215332,43.209999084472656,37.12846374511719,19488100
2019-01-08,43.56999969482422,43.939998626708984,43.099998474121094,43.560001373291016,37.42919921875,22071400
2019-01-09,43.869998931884766,43.869998931884766,43.16999816894531,43.31999969482422,37.22297668457031,22640000
2019-01-10,43.11000061035156,43.290000915527344,42.58000183105469,43.2400016784668,37.154239654541016,23277600
2019-01-11,43.11000061035156,43.540000915527344,42.88999938964844,43.4900016784668,37.36906051635742,17378400
2019-01-14,43.08000183105469,43.38999938964844,43.0,43.209999084472656,37.12846374511719,16243600
2019-01-15,43.33000183105469,44.040000915527344,43.150001525878906,44.02000045776367,37.82445526123047,17744100
2019-01-16,44.119998931884766,44.2400016784668,43.7599983215332,43.959999084472656,37.77289581298828,17262500
2019-01-17,43.869998931884766,44.529998779296875,43.79999923706055,44.209999084472656,37.98772048950195,18826200
2019-01-18,44.47999954223633,45.349998474121094,44.310001373291016,45.029998779296875,38.69230651855469,24416500
2019-01-22,44.880001068115234,45.2400016784668,44.380001068115234,44.779998779296875,38.47749328613281,21338400
2019-01-23,45.13999938964844,45.880001068115234,45.02000045776367,45.459999084472656,39.061790466308594,24770400
2019-01-24,45.630001068115234,45.75,45.22999954223633,45.61000061035156,39.190673828125,17360600
2019-01-25,46.119998931884766,46.65999984741211,45.95000076293945,46.130001068115234,39.637489318847656,24196600
2019-01-28,45.72999954223633,45.77000045776367,45.22999954223633,45.75,39.310977935791016,18296700
2019-01-29,45.810001373291016,46.04999923706055,45.650001525878906,45.959999084472656,39.49141311645508,14470100
2019-01-30,45.939998626708984,46.93000030517578,45.91999816894531,46.709999084472656,40.1358642578125,18329300
2019-01-31,46.720001220703125,47.380001068115234,46.52000045776367,47.290000915527344,40.63422775268555,23693600
2019-02-01,47.369998931884766,47.560001373291016,47.04999923706055,47.34000015258789,40.677188873291016,16266500
2019-02-04,47.220001220703125,47.470001220703125,47.119998931884766,47.349998474121094,40.685787200927734,15743100
2019-02-05,47.41999816894531,47.459999084472656,47.08000183105469,47.2599983215332,40.60844039916992,16946300
2019-02-06,47.119998931884766,47.59000015258789,46.95000076293945,47.47999954223633,40.797489166259766,18160500
2019-02-07,47.189998626708984,47.31999969482422,46.4900016784668,46.70000076293945,40.12726974487305,20331200
2019-02-08,46.400001525878906,47.20000076293945,46.29999923706055,47.189998626708984,40.54829406738281,18407100
2019-02-11,47.34000015258789,47.709999084472656,47.130001068115234,47.58000183105469,40.883419036865234,19363600
2019-02-12,47.27000045776367,48.150001525878906,47.15999984741211,47.88999938964844,41.1497802734375,23909200
2019-02-13,47.86000061035156,47.95000076293945,47.119998931884766,47.5,40.81467056274414,28325600
2019-02-14,48.849998474121094,49.68000030517578,48.34000015258789,48.400001525878906,41.58799743652344,47598600
2019-02-15,48.83000183105469,49.59000015258789,48.439998626708984,49.43000030517578,42.47303771972656,30189600
2019-02-19,49.20000076293945,49.93000030517578,49.20000076293945,49.650001525878906,42.662071228027344,20204500
2019-02-20,49.70000076293945,49.79999923706055,49.349998474121094,49.630001068115234,42.644893646240234,17550900
2019-02-21,49.540000915527344,49.720001220703125,49.20000076293945,49.40999984741211,42.455848693847656,17120600
2019-02-22,49.70000076293945,50.220001220703125,49.58000183105469,50.11000061035156,43.05733108520508,22008100
2019-02-25,50.34000015258789,51.0,50.34000015258789,50.790000915527344,43.64162826538086,24264300
2019-02-26,50.5099983215332,51.40999984741211,50.47999954223633,51.18000030517578,43.97673416137695,19382500
2019-02-27,51.209999084472656,51.650001525878906,50.88999938964844,51.59000015258789,44.32902908325195,19940900
2019-02-28,51.54999923706055,51.959999084472656,51.349998474121094,51.77000045776367,44.48369598388672,30708500
2019-03-01,52.0,52.09000015258789,51.27000045776367,51.40999984741211,44.174354553222656,23683700
2019-03-04,51.650001525878906,51.91999816894531,50.630001068115234,51.15999984741211,43.95954895019531,18725900
2019-03-05,51.119998931884766,51.5099983215332,50.970001220703125,51.29999923706055,44.07984924316406,14994200
2019-03-06,51.369998931884766,51.790000915527344,50.91999816894531,51.66999816894531,44.39776611328125,19686900
2019-03-07,51.54999923706055,51.970001220703125,51.209999084472656,51.290000915527344,44.071250915527344,22209200
2019-03-08,50.720001220703125,51.130001068115234,50.5099983215332,51.06999969482422,43.8822135925293,18182200
2019-03-11,51.13999938964844,52.09000015258789,51.099998474121094,51.91999816894531,44.612586975097656,17859300
2019-03-12,52.0099983215332,52.279998779296875,51.68000030517578,52.150001525878906,44.810211181640625,19485300
2019-03-13,52.40999984741211,52.86000061035156,52.13999938964844,52.59000015258789,45.18827819824219,20568000
2019-03-14,52.630001068115234,52.959999084472656,52.5099983215332,52.7400016784668,45.317176818847656,19215900
2019-03-15,52.939998626708984,53.619998931884766,52.93000030517578,53.20000076293945,45.712425231933594,43670700
2019-03-18,53.27000045776367,53.939998626708984,53.09000015258789,53.5099983215332,45.97879409790039,19073800
2019-03-19,53.790000915527344,54.0,53.13999938964844,53.310001373291016,45.80695724487305,20596400
2019-03-20,53.15999984741211,53.869998931884766,52.86000061035156,53.2599983215332,45.763980865478516,21140800
2019-03-21,53.08000183105469,54.22999954223633,53.040000915527344,53.939998626708984,46.34827423095703,20082700
2019-03-22,53.90999984741211,54.13999938964844,52.70000076293945,52.7400016784668,45.317176818847656,23938500
2019-03-25,52.70000076293945,52.93000030517578,52.25,52.72999954223633,45.3085823059082,18774900
2019-03-26,53.189998626708984,53.4900016784668,53.0,53.22999954223633,45.73820877075195,17742700
2019-03-27,53.29999923706055,53.65999984741211,52.7400016784668,53.13999938964844,45.66088104248047,20447500
2019-03-28,53.189998626708984,53.689998626708984,53.02000045776367,53.36000061035156,45.84991455078125,13095000
2019-03-29,53.70000076293945,54.0,53.36000061035156,53.9900016784668,46.39124298095703,19582300
