Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,62.130001068115234,62.72999954223633,61.689998626708984,62.349998474121094,51.71615219116211,5290800
2019-01-02,60.689998626708984,63.849998474121094,60.43000030517578,63.380001068115234,52.570472717285156,5735400
2019-01-03,63.540000915527344,63.709999084472656,61.65999984741211,62.18000030517578,51.57513427734375,4727300
2019-01-04,63.08000183105469,63.90999984741211,62.65999984741211,63.75,52.877376556396484,7700100
2019-01-07,63.90999984741211,64.2699966430664,62.689998626708984,63.470001220703125,52.64513397216797,6272200
2019-01-08,64.20999908447266,64.58000183105469,63.459999084472656,64.31999969482422,53.35015106201172,5774900
2019-01-09,65.06999969482422,66.75,64.5999984741211,66.44999694824219,55.116878509521484,8350300
2019-01-10,65.87000274658203,68.01000213623047,65.43000030517578,67.94000244140625,56.35276412963867,8811100
2019-01-11,67.27999877929688,67.33999633789062,65.79000091552734,66.38999938964844,55.06711196899414,6018300
2019-01-14,65.62000274658203,66.31999969482422,65.33000183105469,65.61000061035156,54.4201545715332,4972000
2019-01-15,66.04000091552734,66.77999877929688,65.76000213623047,66.02999877929688,54.768516540527344,4504100
2019-01-16,65.73999786376953,66.2699966430664,65.48999786376953,65.66000366210938,54.46162796020508,5402300
2019-01-17,65.05999755859375,67.16999816894531,65.01000213623047,67.05999755859375,55.62285614013672,5997400
2019-01-18,67.63999938964844,68.30999755859375,67.16999816894531,67.9000015258789,56.319576263427734,6073800
2019-01-22,67.0,67.23999786376953,65.58000183105469,65.75,54.5362663269043,6915500
2019-01-23,66.22000122070312,66.45999908447266,65.1500015258789,65.86000061035156,54.62751388549805,5938700
2019-01-24,65.97000122070312,66.7300033569336,65.44999694824219,66.12000274658203,54.84317398071289,5789900
2019-01-25,66.6500015258789,67.61000061035156,66.5199966430664,66.98999786376953,55.564788818359375,4504500
2019-01-28,65.87000274658203,65.87000274658203,64.87999725341797,65.3499984741211,54.204498291015625,5942800
2019-01-29,66.20999908447266,66.29000091552734,65.25,65.30000305175781,54.16302490234375,5308800
2019-01-30,65.80000305175781,66.0999984741211,65.11000061035156,65.69000244140625,54.48650360107422,8087400
2019-01-31,66.54000091552734,68.30999755859375,65.9000015258789,67.69000244140625,56.14540100097656,9927700
2019-02-01,68.33999633789062,69.44999694824219,68.0999984741211,68.68000030517578,56.966552734375,7486400
2019-02-04,68.19000244140625,70.01000213623047,68.19000244140625,69.93000030517578,58.003379821777344,5593100
2019-02-05,69.6500015258789,69.95999908447266,69.11000061035156,69.26000213623047,57.447635650634766,4483900
2019-02-06,68.66000366210938,69.55000305175781,68.51000213623047,69.11000061035156,57.32321548461914,4071300
2019-02-07,68.37000274658203,68.83000183105469,67.25,67.4800033569336,55.97121810913086,6230300
2019-02-08,66.80000305175781,67.08000183105469,65.26000213623047,66.26000213623047,55.208824157714844,6554900
2019-02-11,65.58000183105469,67.06999969482422,65.58000183105469,66.73999786376953,55.6087646484375,5200400
2019-02-12,68.01000213623047,68.30000305175781,67.23999786376953,67.44999694824219,56.20034408569336,3958000
2019-02-13,67.70999908447266,68.83000183105469,67.63999938964844,67.77999877929688,56.47530746459961,5839800
2019-02-14,67.5,69.69000244140625,67.5,69.0999984741211,57.57514953613281,5442800
2019-02-15,69.94000244140625,70.31999969482422,69.4800033569336,70.18000030517578,58.47502136230469,5173500
2019-02-19,69.5199966430664,70.01000213623047,69.18000030517578,69.48999786376953,57.90010452270508,5189600
2019-02-20,69.45999908447266,70.75,69.44999694824219,70.6500015258789,58.86664581298828,5837100
2019-02-21,70.23999786376953,70.83999633789062,69.93000030517578,70.23999786376953,58.52500915527344,5984300
2019-02-22,70.8499984741211,71.01000213623047,69.87000274658203,69.97000122070312,58.300052642822266,5225500
2019-02-25,69.66000366210938,70.01000213623047,69.2300033569336,69.25,57.70013427734375,5160900
2019-02-26,69.0999984741211,69.52999877929688,68.73999786376953,68.91999816894531,57.4251823425293,4689900
2019-02-27,69.29000091552734,70.33999633789062,68.76000213623047,69.22000122070312,57.67514419555664,5355700
