Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,266.989990234375,268.1400146484375,263.2799987792969,266.5199890136719,258.7235107421875,326100
2019-01-02,262.8999938964844,266.9800109863281,261.67999267578125,266.6099853515625,258.8108215332031,374800
2019-01-03,264.1600036621094,265.260009765625,257.8900146484375,258.79998779296875,251.22930908203125,401400
2019-01-04,261.95001220703125,267.5899963378906,260.5199890136719,267.489990234375,259.6650695800781,515400
2019-01-07,267.44000244140625,271.44000244140625,266.1600036621094,269.07000732421875,261.1990051269531,342300
2019-01-08,271.760009765625,273.1099853515625,265.3299865722656,269.1400146484375,261.7171936035156,521800
2019-01-09,270.5899963378906,273.2300109863281,269.92999267578125,271.6499938964844,264.15789794921875,299700
2019-01-10,270.6000061035156,275.4100036621094,268.3999938964844,275.17999267578125,267.590576171875,269600
2019-01-11,273.3800048828125,274.5299987792969,271.4100036621094,273.1600036621094,265.6263122558594,308800
2019-01-14,270.45001220703125,272.1199951171875,268.6199951171875,271.32000732421875,263.8370361328125,322000
2019-01-15,270.44000244140625,271.3500061035156,268.80999755859375,270.29998779296875,262.8451843261719,322200
2019-01-16,270.92999267578125,273.7099914550781,270.25,272.6000061035156,265.08172607421875,421200
2019-01-17,271.489990234375,277.1700134277344,270.5400085449219,275.4100036621094,267.8143310546875,315500
2019-01-18,277.17999267578125,282.5899963378906,277.17999267578125,282.0400085449219,274.26141357421875,390500
2019-01-22,279.4200134277344,280.1499938964844,273.1300048828125,274.70001220703125,267.1239013671875,386800
2019-01-23,276.25,278.3599853515625,273.5400085449219,276.260009765625,268.6408386230469,245600
2019-01-24,276.54998779296875,280.1600036621094,275.7099914550781,278.70001220703125,271.0135498046875,372000
2019-01-25,282.1099853515625,283.739990234375,280.9700012207031,283.1499938964844,275.3407897949219,558500
2019-01-28,279.29998779296875,282.0400085449219,278.42999267578125,279.8699951171875,272.1512756347656,454200
2019-01-29,281.2099914550781,283.739990234375,281.2099914550781,283.25,275.4379577636719,311900
2019-01-30,285.0,289.30999755859375,282.1000061035156,287.489990234375,279.56103515625,417000
2019-01-31,287.6300048828125,289.1000061035156,282.739990234375,283.260009765625,275.44781494140625,637000
2019-02-01,290.0,293.32000732421875,286.1199951171875,292.2300109863281,284.1703796386719,706300
2019-02-04,291.05999755859375,293.4800109863281,289.3399963378906,293.1300048828125,285.0455322265625,481200
2019-02-05,294.2900085449219,298.1000061035156,293.1099853515625,297.8599853515625,289.6451110839844,415700
2019-02-06,296.3999938964844,300.0,296.3999938964844,299.75,291.4829406738281,648100
2019-02-07,296.5299987792969,298.30999755859375,295.7699890136719,297.6199951171875,289.4117431640625,511400
2019-02-08,296.55999755859375,300.2200012207031,294.80999755859375,300.1600036621094,291.8817443847656,326600
2019-02-11,301.17999267578125,302.04998779296875,299.2799987792969,301.25,292.9415283203125,335500
2019-02-12,303.0,308.3800048828125,302.0899963378906,308.1499938964844,299.6513671875,424100
2019-02-13,307.6499938964844,310.79998779296875,306.260009765625,309.3399963378906,300.8084411621094,426300
2019-02-14,307.6300048828125,308.4800109863281,305.6499938964844,306.1199951171875,297.67730712890625,354400
2019-02-15,309.17999267578125,312.0,309.1000061035156,311.9599914550781,303.356201171875,351600
2019-02-19,310.6700134277344,313.1499938964844,310.04998779296875,311.2300109863281,302.6463623046875,225500
2019-02-20,311.9200134277344,313.7099914550781,310.9599914550781,313.4700012207031,304.8245544433594,240900
2019-02-21,312.4100036621094,314.8999938964844,310.9100036621094,314.79998779296875,306.1177978515625,408300
2019-02-22,316.1000061035156,317.3900146484375,314.1600036621094,317.19000244140625,308.44195556640625,398000
2019-02-25,319.6499938964844,320.2200012207031,318.1700134277344,319.3500061035156,310.54248046875,454600
2019-02-26,319.1199951171875,321.0899963378906,318.4200134277344,319.8699951171875,311.0481262207031,509700
2019-02-27,319.260009765625,324.1400146484375,318.7200012207031,323.55999755859375,314.6362609863281,393000
2019-02-28,322.489990234375,324.6700134277344,321.2699890136719,323.6499938964844,314.7237854003906,531500
2019-03-01,326.1099853515625,326.739990234375,323.0400085449219,323.6300048828125,314.704345703125,538500
2019-03-04,325.6700134277344,327.2300109863281,319.989990234375,320.92999267578125,312.07879638671875,496300
2019-03-05,320.510009765625,322.5,319.8599853515625,319.9599914550781,311.1355285644531,468600
2019-03-06,319.6099853515625,321.2699890136719,319.0400085449219,319.82000732421875,310.99951171875,330400
2019-03-07,318.82000732421875,319.95001220703125,316.3800048828125,319.25,310.4450988769531,471100
2019-03-08,316.1700134277344,318.0,315.0899963378906,317.6700134277344,308.9087219238281,311500
2019-03-11,318.2200012207031,323.3900146484375,318.20001220703125,323.1499938964844,314.2376403808594,352800
2019-03-12,324.3900146484375,324.7900085449219,322.8399963378906,323.739990234375,314.81134033203125,412200
2019-03-13,323.489990234375,327.3800048828125,323.489990234375,326.3399963378906,317.33966064453125,308200
2019-03-14,326.5899963378906,327.4800109863281,324.2200012207031,325.4599914550781,316.4839172363281,311100
2019-03-15,327.54998779296875,327.54998779296875,325.19000244140625,326.2099914550781,317.2132568359375,664800
2019-03-18,327.54998779296875,331.6400146484375,326.3599853515625,331.4700012207031,322.328125,405100
2019-03-19,333.3900146484375,334.8800048828125,330.8900146484375,331.9200134277344,322.7657775878906,515100
2019-03-20,332.0400085449219,333.8599853515625,328.9800109863281,330.7200012207031,321.59881591796875,248500
2019-03-21,329.1400146484375,334.989990234375,327.94000244140625,334.010009765625,324.798095703125,214500
2019-03-22,333.1499938964844,333.6099853515625,329.2300109863281,329.4700012207031,320.3833312988281,350400
2019-03-25,329.7300109863281,332.8399963378906,329.1600036621094,330.9800109863281,321.8516845703125,362000
2019-03-26,333.1400146484375,335.8599853515625,332.7900085449219,335.2699890136719,326.0233154296875,226200
2019-03-27,334.9599914550781,336.6000061035156,333.67999267578125,335.57000732421875,326.3150634765625,285600
2019-03-28,334.55999755859375,340.25,334.55999755859375,340.1000061035156,330.72015380859375,362000
2019-03-29,341.42999267578125,342.57000732421875,339.5799865722656,341.9700012207031,332.53857421875,436100
