Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,61.442501068115234,62.317501068115234,61.11249923706055,61.45000076293945,60.80303192138672,47857600
2018-02-01,59.630001068115234,61.724998474121094,59.51499938964844,60.125,59.49197769165039,51922400
2018-02-02,59.25,59.49250030517578,57.79249954223633,58.380001068115234,57.765350341796875,71846400
2018-02-05,56.75,58.307498931884766,51.25,53.42499923706055,52.86251449584961,116520400
2018-02-06,51.099998474121094,56.42499923706055,51.0,56.39500045776367,55.80125045776367,111480000
2018-02-07,57.39500045776367,58.74250030517578,56.67499923706055,57.20000076293945,56.597774505615234,80293200
2018-02-08,58.470001220703125,58.80500030517578,54.377498626708984,54.380001068115234,53.807472229003906,114400000
2018-02-09,59.5625,59.72249984741211,54.380001068115234,58.02000045776367,57.40913772583008,167460400
2018-02-12,58.84000015258789,58.869998931884766,56.25749969482422,57.00749969482422,56.40730285644531,109317200
2018-02-13,56.63999938964844,58.625,56.3125,58.157501220703125,57.54520034790039,62552400
2018-02-14,57.75,60.647499084472656,57.63750076293945,60.35499954223633,59.71956253051758,74498800
2018-02-15,61.1974983215332,62.092498779296875,60.380001068115234,61.625,60.976192474365234,69890000
2018-02-16,61.349998474121094,62.5,60.86750030517578,60.959999084472656,60.31817626953125,63765600
2018-02-20,61.1875,62.967498779296875,61.150001525878906,62.27000045776367,61.614383697509766,68624000
2018-02-21,62.92250061035156,62.99250030517578,60.34000015258789,60.377498626708984,59.7418098449707,89229200
2018-02-22,60.682498931884766,61.407501220703125,59.875,60.537498474121094,59.9373664855957,53436400
2018-02-23,61.14250183105469,61.48249816894531,60.630001068115234,61.48249816894531,60.872989654541016,41530000
2018-02-26,61.95000076293945,61.994998931884766,61.01499938964844,61.64500045776367,61.03389358520508,46931200
2018-02-27,61.375,62.227500915527344,61.282501220703125,61.51499938964844,60.90516662597656,45543600
