Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,124.2300033569336,124.62000274658203,123.31999969482422,123.68000030517578,118.16583251953125,26646800
2019-06-03,123.8499984741211,124.37000274658203,119.01000213623047,119.83999633789062,114.49702453613281,37983600
2019-06-04,121.27999877929688,123.27999877929688,120.6500015258789,123.16000366210938,117.66902923583984,29382600
2019-06-05,124.94999694824219,125.87000274658203,124.20999908447266,125.83000183105469,120.2199935913086,24926100
2019-06-06,126.44000244140625,127.97000122070312,125.5999984741211,127.81999969482422,122.12125396728516,21459000
2019-06-07,129.19000244140625,132.25,128.25999450683594,131.39999389648438,125.5416488647461,33885600
2019-06-10,132.39999389648438,134.0800018310547,132.0,132.60000610351562,126.68814849853516,26477100
2019-06-11,133.8800048828125,134.24000549316406,131.27999877929688,132.10000610351562,126.21044921875,23913700
2019-06-12,131.39999389648438,131.97000122070312,130.7100067138672,131.49000549316406,125.62763214111328,17092500
2019-06-13,131.97999572753906,133.0,131.55999755859375,132.32000732421875,126.4206314086914,17200800
2019-06-14,132.25999450683594,133.7899932861328,131.63999938964844,132.4499969482422,126.54481506347656,17821700
2019-06-17,132.6300048828125,133.72999572753906,132.52999877929688,132.85000610351562,126.927001953125,14517800
2019-06-18,134.19000244140625,135.24000549316406,133.57000732421875,135.16000366210938,129.134033203125,25934500
2019-06-19,135.0,135.92999267578125,133.80999755859375,135.69000244140625,129.640380859375,23744400
2019-06-20,137.4499969482422,137.66000366210938,135.72000122070312,136.9499969482422,130.84420776367188,33042600
2019-06-21,136.5800018310547,137.72999572753906,136.4600067138672,136.97000122070312,130.86331176757812,36727900
2019-06-24,137.0,138.39999389648438,137.0,137.77999877929688,131.63720703125,20628800
2019-06-25,137.25,137.58999633789062,132.72999572753906,133.42999267578125,127.48116302490234,33327400
2019-06-26,134.35000610351562,135.74000549316406,133.60000610351562,133.92999267578125,127.95885467529297,23657700
2019-06-27,134.13999938964844,134.7100067138672,133.50999450683594,134.14999389648438,128.16903686523438,16557500
2019-06-28,134.57000732421875,134.60000610351562,133.16000366210938,133.9600067138672,127.98748779296875,30043000
